-2.5671735,DOWN,DOWN
-1.986450143,DOWN,UP
-1.932878786,UP,DOWN
-0.797869,DOWN,UP
-0.970720571,UP,DOWN
-0.681448786,DOWN,UP
-0.975027929,UP,UP
-0.7993165,UP,DOWN
-0.466448286,DOWN,UP
-0.190028714,UP,DOWN
-0.532174357,DOWN,DOWN
-0.525024571,DOWN,DOWN
0.339268071,DOWN,UP
0.452845786,UP,DOWN
1.181413714,DOWN,DOWN
1.604997643,DOWN,DOWN
1.629307071,DOWN,DOWN
1.431448571,DOWN,UP
0.705008143,UP,UP
0.675013714,UP,DOWN
1.080025571,DOWN,UP
0.168596357,UP,DOWN
0.515747,DOWN,UP
1.014317,UP,DOWN
0.980747714,DOWN,UP
0.585030643,UP,DOWN
1.537161643,DOWN,DOWN
2.238595071,DOWN,DOWN
2.696463357,DOWN,UP
2.2921665,UP,UP
2.432861286,UP,DOWN
3.5485665,DOWN,UP
3.685006286,UP,DOWN
4.632149857,DOWN,UP
5.033569429,UP,DOWN
5.587140857,DOWN,UP
5.026419571,UP,UP
5.221435643,UP,UP
5.667149214,UP,DOWN
5.692138786,DOWN,UP
6.457153429,UP,UP
4.742850286,UP,UP
4.626430071,UP,UP
4.165719357,UP,DOWN
3.179286643,DOWN,DOWN
1.715000857,DOWN,DOWN
1.986432929,DOWN,UP
1.410016929,UP,UP
0.798584143,UP,DOWN
0.4550085,DOWN,DOWN
1.784284429,DOWN,DOWN
0.502842571,DOWN,UP
-0.210013214,UP,DOWN
-0.376429929,DOWN,UP
-4.028581786,UP,UP
-2.722865429,UP,DOWN
-2.880737214,DOWN,UP
-3.346453,UP,UP
-2.287161714,UP,UP
-0.457868286,UP,DOWN
-0.228602786,DOWN,UP
0.247820214,UP,UP
-0.038609,UP,UP
-0.067173429,UP,DOWN
-0.747174857,DOWN,DOWN
-1.269321929,DOWN,UP
-0.6150425,UP,DOWN
-0.349330357,DOWN,UP
2.172101643,UP,UP
1.772827071,UP,UP
1.257829929,UP,DOWN
0.787109429,DOWN,UP
1.066388857,UP,DOWN
-0.299333786,DOWN,DOWN
-1.242902429,DOWN,UP
-0.785749071,UP,DOWN
-1.0678885,DOWN,DOWN
-0.545043929,DOWN,DOWN
-0.423601429,DOWN,DOWN
0.441406286,DOWN,DOWN
0.110700429,DOWN,DOWN
-0.491437571,DOWN,DOWN
-0.503574857,DOWN,UP
-0.485020143,UP,DOWN
0.147112214,DOWN,DOWN
1.0585415,DOWN,DOWN
0.382115,DOWN,DOWN
0.366402857,DOWN,UP
0.649257214,UP,UP
-0.087193,UP,UP
0.316371429,UP,DOWN
-0.066475929,DOWN,DOWN
0.022094857,DOWN,UP
-0.145769286,UP,UP
-1.930768643,UP,DOWN
-0.465767857,DOWN,DOWN
0.286359643,DOWN,DOWN
0.764230071,DOWN,DOWN
0.746372929,DOWN,DOWN
0.978515786,DOWN,UP
0.879237714,UP,UP
1.013532429,UP,DOWN
1.434971429,DOWN,DOWN
0.958565857,DOWN,DOWN
2.016444714,DOWN,UP
2.682878857,UP,UP
1.963588286,UP,DOWN
2.055751357,DOWN,DOWN
3.986450357,DOWN,DOWN
3.164306714,DOWN,UP
2.094325571,UP,DOWN
1.858607786,DOWN,DOWN
2.202915857,DOWN,UP
1.573625929,UP,UP
1.772914429,UP,DOWN
1.815046143,DOWN,UP
2.505754857,UP,DOWN
1.805751357,DOWN,DOWN
0.512172143,DOWN,DOWN
-0.251395071,DOWN,DOWN
0.132899714,DOWN,UP
0.014317143,UP,DOWN
-1.276402071,DOWN,DOWN
-0.385689857,DOWN,DOWN
-1.675694071,DOWN,DOWN
-2.339983286,DOWN,DOWN
-2.952846071,DOWN,UP
-2.410696929,UP,DOWN
-3.982840429,DOWN,UP
-3.286411857,UP,UP
-3.857125429,UP,DOWN
-3.013567286,DOWN,DOWN
-2.213570714,DOWN,DOWN
-1.803571429,DOWN,DOWN
-1.342145643,DOWN,UP
-1.064296143,UP,DOWN
0.485020214,DOWN,DOWN
0.341448071,DOWN,UP
1.810721214,UP,UP
2.591448071,UP,DOWN
2.609287786,DOWN,DOWN
2.430001357,DOWN,DOWN
3.255004786,DOWN,UP
1.897861929,UP,DOWN
1.902151857,DOWN,DOWN
1.629307357,DOWN,DOWN
1.040021643,DOWN,UP
0.636457143,UP,DOWN
-0.362130357,DOWN,DOWN
-0.339965929,DOWN,UP
-0.408552,UP,UP
-1.366420286,UP,UP
-0.596418143,UP,DOWN
-2.9042795,DOWN,DOWN
-2.7321255,DOWN,DOWN
-1.901402143,DOWN,DOWN
-2.037824429,DOWN,UP
-1.550659286,UP,UP
-4.116368,UP,UP
-3.862793143,UP,DOWN
-3.604213357,DOWN,UP
-2.063511571,UP,DOWN
-1.8470635,DOWN,DOWN
-2.482073214,DOWN,DOWN
-2.870640429,DOWN,UP
-2.847778429,UP,UP
-2.441336571,UP,DOWN
0.322945643,DOWN,DOWN
0.945800714,DOWN,UP
0.320800714,UP,DOWN
-0.282784643,DOWN,DOWN
-0.123517714,DOWN,UP
2.017909429,UP,DOWN
2.108607714,DOWN,DOWN
2.874319857,DOWN,UP
1.858607643,UP,UP
2.2386125,UP,DOWN
2.952898143,DOWN,DOWN
3.397896714,DOWN,DOWN
3.717197786,DOWN,DOWN
2.717180286,DOWN,UP
1.993599786,UP,UP
0.8821845,UP,UP
1.0843155,UP,DOWN
1.782174,DOWN,DOWN
1.360037429,DOWN,UP
1.838605357,UP,UP
2.372192143,UP,DOWN
2.072910643,DOWN,DOWN
2.314348286,DOWN,UP
2.297188714,UP,DOWN
2.525756714,DOWN,UP
3.000749786,UP,DOWN
3.038609071,DOWN,DOWN
2.5371965,DOWN,UP
2.483625143,UP,UP
3.282174214,UP,DOWN
2.788609071,DOWN,DOWN
2.805751286,DOWN,UP
3.253592429,UP,DOWN
3.142892071,DOWN,UP
2.552873929,UP,DOWN
2.503592429,DOWN,DOWN
2.484287857,DOWN,DOWN
1.245710143,DOWN,UP
0.974993071,UP,DOWN
-0.495012571,DOWN,DOWN
-0.607177786,DOWN,UP
0.640677286,UP,DOWN
0.242832643,DOWN,DOWN
-0.139299714,DOWN,DOWN
-0.275007071,DOWN,DOWN
-0.069283714,DOWN,UP
0.205025643,UP,DOWN
0.310006143,DOWN,UP
0.3199985,UP,UP
0.102835429,UP,UP
-0.399292071,UP,UP
0.687866143,UP,UP
1.247872429,UP,UP
1.997174929,UP,DOWN
1.629342214,DOWN,UP
1.763619643,UP,DOWN
1.822911,DOWN,DOWN
2.064331214,DOWN,DOWN
3.043614143,DOWN,DOWN
2.785034286,DOWN,DOWN
2.505737429,DOWN,DOWN
2.155744429,DOWN,DOWN
3.767909571,DOWN,DOWN
3.237915143,DOWN,UP
4.1686315,UP,DOWN
3.811471214,DOWN,DOWN
1.950038429,DOWN,UP
1.140747143,UP,UP
1.702166,UP,DOWN
1.410034214,DOWN,DOWN
2.080025786,DOWN,DOWN
2.447893357,DOWN,DOWN
1.913609071,DOWN,DOWN
1.805751286,DOWN,DOWN
0.6728865,DOWN,DOWN
1.8457555,DOWN,DOWN
0.641462071,DOWN,DOWN
-0.036394357,DOWN,DOWN
-1.649257071,DOWN,UP
-1.332816,UP,UP
-0.127807643,UP,DOWN
0.702183286,DOWN,DOWN
0.522896786,DOWN,DOWN
0.011457071,DOWN,UP