-1.203578714,UP,DOWN
-0.534999571,DOWN,UP
-0.937857714,UP,UP
-3.745710286,UP,DOWN
-8.659999429,DOWN,DOWN
-8.093567071,DOWN,DOWN
-5.749991429,DOWN,DOWN
-5.752127571,DOWN,DOWN
-10.45783357,DOWN,UP
-9.881417571,UP,DOWN
-12.29713671,DOWN,UP
-12.729998,UP,DOWN
-15.20643843,DOWN,DOWN
-13.67000914,DOWN,UP
-10.37357007,UP,DOWN
-10.63500979,DOWN,UP
-9.070007357,UP,DOWN
-8.935730071,DOWN,DOWN
-5.337873357,DOWN,UP
-0.325021071,UP,UP
0.024265714,UP,DOWN
-3.052882786,DOWN,UP
0.912832929,UP,UP
-0.971453143,UP,UP
-0.733581643,UP,UP
-1.625008857,UP,DOWN
-0.153573286,DOWN,UP
-1.065717571,UP,DOWN
-4.452863571,DOWN,DOWN
-0.125715143,DOWN,DOWN
-0.175711643,DOWN,DOWN
3.223571643,DOWN,UP
1.9464285,UP,DOWN
-1.282139429,DOWN,UP
0.047860214,UP,UP
0.842145643,UP,DOWN
1.326424714,DOWN,DOWN
2.472856786,DOWN,UP
4.338570714,UP,DOWN
4.689287429,DOWN,UP
7.368573857,UP,UP
8.446428571,UP,DOWN
10.283578,DOWN,UP
8.4692905,UP,UP
7.148576929,UP,DOWN
3.888584643,DOWN,DOWN
5.142874571,DOWN,DOWN
4.968584286,DOWN,UP
5.427150071,UP,UP
6.961434357,UP,UP
6.134294643,UP,UP
5.645010714,UP,DOWN
7.115713857,DOWN,UP
8.781433071,UP,UP
6.100010429,UP,UP
5.479309071,UP,UP
4.076442214,UP,DOWN
3.896440857,DOWN,UP
3.432870071,UP,DOWN
6.067156143,DOWN,UP
5.914289143,UP,UP
5.726431643,UP,DOWN
4.917855357,DOWN,UP
4.387137286,UP,DOWN
3.102138,DOWN,UP
3.682128857,UP,DOWN
1.197134714,DOWN,DOWN
0.742841357,DOWN,DOWN
-0.111450286,DOWN,DOWN
1.091395714,DOWN,DOWN
3.115687714,DOWN,DOWN
2.860700214,DOWN,UP
2.751403643,UP,DOWN
2.4835465,DOWN,DOWN
2.417122857,DOWN,UP
2.767830857,UP,DOWN
0.855686571,DOWN,UP
1.366411286,UP,DOWN
2.491402571,DOWN,DOWN
1.117117571,DOWN,UP
2.825674714,UP,UP
1.598545429,UP,DOWN
1.7214005,DOWN,UP
1.454258357,UP,UP
-0.710728429,UP,DOWN
-1.358590429,DOWN,UP
-1.355015429,UP,DOWN
-1.793596643,DOWN,DOWN
-2.0514615,DOWN,UP
-0.560023786,UP,DOWN
-1.1471645,DOWN,UP
-1.372157571,UP,UP
-2.394295929,UP,UP
-1.0892945,UP,UP
-2.5642875,UP,UP
-1.252153714,UP,DOWN
-1.084289643,DOWN,UP
-1.357143,UP,DOWN
-0.670009143,DOWN,DOWN
1.657854357,DOWN,DOWN
2.652866857,DOWN,UP
1.887887143,UP,DOWN
2.449323429,DOWN,UP
0.667899,UP,UP
2.397914357,UP,UP
3.155761786,UP,DOWN
3.9378925,DOWN,DOWN
3.112889,DOWN,DOWN
4.525748214,DOWN,UP
4.751473643,UP,UP
5.037187929,UP,UP
3.327183429,UP,UP
2.720040571,UP,DOWN
0.952898357,DOWN,UP
-0.312116286,UP,DOWN
0.614292714,DOWN,DOWN
-0.527134429,DOWN,DOWN
0.247855143,DOWN,DOWN
0.127842571,DOWN,DOWN
-0.718593,DOWN,UP
1.099993,UP,UP
-4.255711214,UP,DOWN
-6.602844286,DOWN,DOWN
-4.959289571,DOWN,DOWN
-2.941432357,DOWN,DOWN
-0.142133429,DOWN,UP
1.022138286,UP,UP
0.652840714,UP,DOWN
2.181422571,DOWN,DOWN
1.170715214,DOWN,DOWN
3.307137429,DOWN,DOWN
3.147853071,DOWN,DOWN
3.785705357,DOWN,DOWN
3.994271214,DOWN,DOWN
2.947849643,DOWN,DOWN
7.448573357,DOWN,UP
10.00284236,UP,DOWN
7.900704357,DOWN,UP
6.389264571,UP,DOWN
4.001394929,DOWN,UP
4.354980286,UP,DOWN
4.445695929,DOWN,DOWN
3.367832571,DOWN,UP
3.317121071,UP,UP
1.965698143,UP,UP
1.917846643,UP,UP
0.850010429,UP,UP
0.026454357,UP,UP
0.105730286,UP,DOWN
0.400721929,DOWN,DOWN
1.060023643,DOWN,DOWN
0.855730286,DOWN,DOWN
0.325735857,DOWN,DOWN
0.355730214,DOWN,UP
0.302873786,UP,DOWN
0.698590929,DOWN,UP
0.974295429,UP,UP
0.627144929,UP,UP
0.653564429,UP,UP
0.678571429,UP,UP
0.817138643,UP,DOWN
1.814976286,DOWN,UP
1.251395071,UP,UP
0.509242429,UP,DOWN
-0.555053714,DOWN,DOWN
-0.782906714,DOWN,UP
-0.019339429,UP,UP
0.265677357,UP,DOWN
-0.479335214,DOWN,DOWN
-0.535051643,DOWN,DOWN
-0.647896929,DOWN,UP
0.277814571,UP,UP
0.035679357,UP,UP
-0.434326286,UP,UP
-3.355765286,UP,UP
-0.704328357,UP,DOWN
-2.314313643,DOWN,UP
-1.774309357,UP,UP
-0.151454286,UP,DOWN
-0.241454929,DOWN,DOWN
-1.317156,DOWN,DOWN
-1.520734357,DOWN,DOWN
-0.010009571,DOWN,UP
0.469273429,UP,UP
-0.322875714,UP,UP
-1.559291,UP,DOWN
-0.637869357,DOWN,UP
0.146414929,UP,DOWN
1.824986357,DOWN,UP
-0.062150929,UP,DOWN
1.389265071,DOWN,DOWN
0.618547929,DOWN,UP
-0.618582429,UP,DOWN
0.086425929,DOWN,DOWN
-0.312151071,DOWN,UP
0.362845357,UP,DOWN
-2.720023,DOWN,UP
-3.057878786,UP,DOWN
-2.280011857,DOWN,UP
-1.870012643,UP,DOWN
-3.322858643,DOWN,DOWN
-3.910714357,DOWN,UP
-2.392857286,UP,UP
-3.316423857,UP,DOWN
-2.969273357,DOWN,UP
-1.847115857,UP,UP
-2.642839929,UP,DOWN
-2.649274786,DOWN,UP
-2.689994,UP,DOWN
-3.339285929,DOWN,DOWN
-1.840000857,DOWN,UP
-3.1592845,UP,DOWN
-4.143572357,DOWN,UP
-4.389299857,UP,DOWN
-3.829311,DOWN,UP
-1.712175786,UP,UP
-1.272164571,UP,DOWN
1.0756835,DOWN,UP
0.9513985,UP,DOWN
0.873535071,DOWN,DOWN
1.239257714,DOWN,UP
1.9278215,UP,DOWN
2.672816643,DOWN,UP
3.696393643,UP,DOWN
3.602103,DOWN,DOWN
5.6528145,DOWN,UP
6.572091143,UP,DOWN
7.737095357,DOWN,UP
8.143537143,UP,UP
5.327828429,UP,DOWN
4.917811643,DOWN,DOWN
2.213535714,DOWN,DOWN
1.564976143,DOWN,DOWN
1.499965,DOWN,DOWN
1.892822214,DOWN,UP
1.383544786,UP,UP
3.613560143,UP,DOWN
3.367135,DOWN,UP
4.420723929,UP,DOWN
3.447858429,DOWN,UP
3.9492885,UP,DOWN
2.432146286,DOWN,DOWN
2.516427071,DOWN,DOWN
2.498569857,DOWN,DOWN
2.455008214,DOWN,UP
3.199288357,UP,UP
3.465698143,UP,UP
3.265712071,UP,DOWN
3.228567786,DOWN,DOWN
3.062848714,DOWN,UP
-0.575735929,UP,DOWN
-0.954310786,DOWN,DOWN